"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Hovedstaden;2021-03-24;F;202;1;6;2429;224438;13156
Midtjylland;2021-03-24;F;50;0;1;2429;224488;13157
Nordjylland;2021-03-24;F;18;0;1;2429;224506;13158
Sjælland;2021-03-24;F;38;0;3;2429;224544;13161
Syddanmark;2021-03-24;F;79;0;0;2429;224623;13161
Hovedstaden;2021-03-24;M;183;0;8;2429;224806;13169
Midtjylland;2021-03-24;M;58;1;4;2430;224864;13173
Nordjylland;2021-03-24;M;23;0;1;2430;224887;13174
Sjælland;2021-03-24;M;42;0;3;2430;224929;13177
Syddanmark;2021-03-24;M;82;0;5;2430;225011;13182
Hovedstaden;2021-03-25;F;171;0;11;2430;225182;13193
Midtjylland;2021-03-25;F;38;0;3;2430;225220;13196
Nordjylland;2021-03-25;F;8;0;1;2430;225228;13197
Sjælland;2021-03-25;F;30;0;3;2430;225258;13200
Syddanmark;2021-03-25;F;59;0;2;2430;225317;13202
Hovedstaden;2021-03-25;M;177;0;12;2430;225494;13214
Midtjylland;2021-03-25;M;40;0;0;2430;225534;13214
Nordjylland;2021-03-25;M;20;0;1;2430;225554;13215
Sjælland;2021-03-25;M;34;0;0;2430;225588;13215
Syddanmark;2021-03-25;M;58;0;3;2430;225646;13218
Hovedstaden;2021-03-26;F;172;0;10;2430;225818;13228
Midtjylland;2021-03-26;F;41;0;1;2430;225859;13229
Nordjylland;2021-03-26;F;10;0;0;2430;225869;13229
Sjælland;2021-03-26;F;36;0;0;2430;225905;13229
Syddanmark;2021-03-26;F;69;0;5;2430;225974;13234
Hovedstaden;2021-03-26;M;200;0;9;2430;226174;13243
Midtjylland;2021-03-26;M;39;0;0;2430;226213;13243
Nordjylland;2021-03-26;M;14;0;1;2430;226227;13244
Sjælland;2021-03-26;M;43;0;3;2430;226270;13247
Syddanmark;2021-03-26;M;70;0;3;2430;226340;13250
Hovedstaden;2021-03-27;F;174;0;8;2430;226514;13258
Midtjylland;2021-03-27;F;54;0;3;2430;226568;13261
Nordjylland;2021-03-27;F;16;0;0;2430;226584;13261
Sjælland;2021-03-27;F;33;0;3;2430;226617;13264
Syddanmark;2021-03-27;F;72;0;4;2430;226689;13268
Hovedstaden;2021-03-27;M;162;0;15;2430;226851;13283
Midtjylland;2021-03-27;M;47;1;4;2431;226898;13287
Nordjylland;2021-03-27;M;20;0;3;2431;226918;13290
Sjælland;2021-03-27;M;45;0;10;2431;226963;13300
Syddanmark;2021-03-27;M;46;0;1;2431;227009;13301
Hovedstaden;2021-03-28;F;158;1;6;2432;227167;13307
Midtjylland;2021-03-28;F;39;1;5;2433;227206;13312
Nordjylland;2021-03-28;F;11;0;2;2433;227217;13314
Sjælland;2021-03-28;F;25;0;1;2433;227242;13315
Syddanmark;2021-03-28;F;63;1;1;2434;227305;13316
Hovedstaden;2021-03-28;M;164;0;4;2434;227469;13320
Midtjylland;2021-03-28;M;37;0;3;2434;227506;13323
Nordjylland;2021-03-28;M;14;0;0;2434;227520;13323
Sjælland;2021-03-28;M;38;0;3;2434;227558;13326
Syddanmark;2021-03-28;M;61;0;2;2434;227619;13328
Hovedstaden;2021-03-29;F;197;2;15;2436;227816;13343
Midtjylland;2021-03-29;F;55;0;1;2436;227871;13344
Nordjylland;2021-03-29;F;14;0;1;2436;227885;13345
Sjælland;2021-03-29;F;47;0;1;2436;227932;13346
Syddanmark;2021-03-29;F;74;0;6;2436;228006;13352
Hovedstaden;2021-03-29;M;207;1;20;2437;228213;13372
Midtjylland;2021-03-29;M;42;0;3;2437;228255;13375
Nordjylland;2021-03-29;M;25;0;0;2437;228280;13375
Sjælland;2021-03-29;M;42;0;3;2437;228322;13378
Syddanmark;2021-03-29;M;59;0;3;2437;228381;13381
Hovedstaden;2021-03-30;F;193;1;14;2438;228574;13395
Midtjylland;2021-03-30;F;48;0;5;2438;228622;13400
Nordjylland;2021-03-30;F;20;0;3;2438;228642;13403
Sjælland;2021-03-30;F;31;0;2;2438;228673;13405
Syddanmark;2021-03-30;F;61;0;2;2438;228734;13407
Hovedstaden;2021-03-30;M;173;0;13;2438;228907;13420
Midtjylland;2021-03-30;M;44;0;2;2438;228951;13422
Nordjylland;2021-03-30;M;21;0;1;2438;228972;13423
Sjælland;2021-03-30;M;32;0;1;2438;229004;13424
Syddanmark;2021-03-30;M;46;0;0;2438;229050;13424
Hovedstaden;2021-03-31;F;174;0;8;2438;229224;13432
Midtjylland;2021-03-31;F;47;2;1;2440;229271;13433
Nordjylland;2021-03-31;F;21;0;0;2440;229292;13433
Sjælland;2021-03-31;F;24;2;6;2442;229316;13439
Syddanmark;2021-03-31;F;50;0;2;2442;229366;13441
Hovedstaden;2021-03-31;M;197;0;12;2442;229563;13453
Midtjylland;2021-03-31;M;53;0;6;2442;229616;13459
Nordjylland;2021-03-31;M;29;0;0;2442;229645;13459
Sjælland;2021-03-31;M;34;0;1;2442;229679;13460
Syddanmark;2021-03-31;M;56;1;3;2443;229735;13463
Hovedstaden;2021-04-01;F;178;0;8;2443;229913;13471
Midtjylland;2021-04-01;F;57;0;4;2443;229970;13475
Nordjylland;2021-04-01;F;22;0;1;2443;229992;13476
Sjælland;2021-04-01;F;46;0;1;2443;230038;13477
Syddanmark;2021-04-01;F;64;0;1;2443;230102;13478
Hovedstaden;2021-04-01;M;175;0;12;2443;230277;13490
Midtjylland;2021-04-01;M;52;0;7;2443;230329;13497
Nordjylland;2021-04-01;M;24;0;0;2443;230353;13497
Sjælland;2021-04-01;M;44;0;0;2443;230397;13497
Syddanmark;2021-04-01;M;41;0;5;2443;230438;13502
Hovedstaden;2021-04-02;F;147;0;5;2443;230585;13507
Midtjylland;2021-04-02;F;45;0;1;2443;230630;13508
Nordjylland;2021-04-02;F;18;0;0;2443;230648;13508
Sjælland;2021-04-02;F;30;0;1;2443;230678;13509
Syddanmark;2021-04-02;F;40;0;1;2443;230718;13510
Hovedstaden;2021-04-02;M;125;0;8;2443;230843;13518
Midtjylland;2021-04-02;M;45;0;1;2443;230888;13519
Nordjylland;2021-04-02;M;18;0;2;2443;230906;13521
Sjælland;2021-04-02;M;33;0;3;2443;230939;13524
Syddanmark;2021-04-02;M;47;0;2;2443;230986;13526
Hovedstaden;2021-04-03;F;115;0;3;2443;231101;13529
Midtjylland;2021-04-03;F;59;0;3;2443;231160;13532
Nordjylland;2021-04-03;F;13;0;0;2443;231173;13532
Sjælland;2021-04-03;F;26;0;2;2443;231199;13534
Syddanmark;2021-04-03;F;43;0;1;2443;231242;13535
Hovedstaden;2021-04-03;M;124;1;8;2444;231366;13543
Midtjylland;2021-04-03;M;50;0;2;2444;231416;13545
Nordjylland;2021-04-03;M;26;0;1;2444;231442;13546
Sjælland;2021-04-03;M;30;0;0;2444;231472;13546
Syddanmark;2021-04-03;M;30;0;1;2444;231502;13547
Hovedstaden;2021-04-04;F;124;0;6;2444;231626;13553
Midtjylland;2021-04-04;F;34;0;0;2444;231660;13553
Nordjylland;2021-04-04;F;16;0;0;2444;231676;13553
Sjælland;2021-04-04;F;16;0;2;2444;231692;13555
Syddanmark;2021-04-04;F;35;0;4;2444;231727;13559
Hovedstaden;2021-04-04;M;116;0;2;2444;231843;13561
Midtjylland;2021-04-04;M;41;0;1;2444;231884;13562
Nordjylland;2021-04-04;M;26;0;1;2444;231910;13563
Sjælland;2021-04-04;M;25;0;0;2444;231935;13563
Syddanmark;2021-04-04;M;26;0;0;2444;231961;13563
Hovedstaden;2021-04-05;F;130;0;1;2444;232091;13564
Midtjylland;2021-04-05;F;50;0;1;2444;232141;13565
Nordjylland;2021-04-05;F;25;0;2;2444;232166;13567
Sjælland;2021-04-05;F;30;0;1;2444;232196;13568
Syddanmark;2021-04-05;F;40;0;0;2444;232236;13568
Hovedstaden;2021-04-05;M;139;0;5;2444;232375;13573
Midtjylland;2021-04-05;M;38;0;2;2444;232413;13575
Nordjylland;2021-04-05;M;25;0;1;2444;232438;13576
Sjælland;2021-04-05;M;33;0;1;2444;232471;13577
Syddanmark;2021-04-05;M;41;0;2;2444;232512;13579
Hovedstaden;2021-04-06;F;174;0;7;2444;232686;13586
Midtjylland;2021-04-06;F;39;0;2;2444;232725;13588
Nordjylland;2021-04-06;F;21;0;1;2444;232746;13589
Sjælland;2021-04-06;F;34;0;3;2444;232780;13592
Syddanmark;2021-04-06;F;54;0;5;2444;232834;13597
Hovedstaden;2021-04-06;M;199;0;10;2444;233033;13607
Midtjylland;2021-04-06;M;58;0;5;2444;233091;13612
Nordjylland;2021-04-06;M;31;0;0;2444;233122;13612
Sjælland;2021-04-06;M;30;0;1;2444;233152;13613
Syddanmark;2021-04-06;M;55;0;1;2444;233207;13614
Hovedstaden;2021-04-07;F;147;1;5;2445;233354;13619
Midtjylland;2021-04-07;F;54;0;3;2445;233408;13622
Nordjylland;2021-04-07;F;38;0;2;2445;233446;13624
Sjælland;2021-04-07;F;34;0;3;2445;233480;13627
Syddanmark;2021-04-07;F;57;0;1;2445;233537;13628
Hovedstaden;2021-04-07;M;178;0;4;2445;233715;13632
Midtjylland;2021-04-07;M;55;0;3;2445;233770;13635
Nordjylland;2021-04-07;M;29;0;0;2445;233799;13635
Sjælland;2021-04-07;M;50;0;4;2445;233849;13639
Syddanmark;2021-04-07;M;60;0;3;2445;233909;13642
Hovedstaden;2021-04-08;F;181;0;5;2445;234090;13647
Midtjylland;2021-04-08;F;67;0;2;2445;234157;13649
Nordjylland;2021-04-08;F;11;0;0;2445;234168;13649
Sjælland;2021-04-08;F;46;0;2;2445;234214;13651
Syddanmark;2021-04-08;F;39;1;1;2446;234253;13652
Hovedstaden;2021-04-08;M;175;0;4;2446;234428;13656
Midtjylland;2021-04-08;M;59;0;1;2446;234487;13657
Nordjylland;2021-04-08;M;27;0;2;2446;234514;13659
Sjælland;2021-04-08;M;51;0;2;2446;234565;13661
Syddanmark;2021-04-08;M;49;0;3;2446;234614;13664
Hovedstaden;2021-04-09;F;176;0;2;2446;234790;13666
Midtjylland;2021-04-09;F;44;0;1;2446;234834;13667
Nordjylland;2021-04-09;F;26;1;2;2447;234860;13669
Sjælland;2021-04-09;F;44;0;1;2447;234904;13670
Syddanmark;2021-04-09;F;47;0;0;2447;234951;13670
Hovedstaden;2021-04-09;M;192;0;3;2447;235143;13673
Midtjylland;2021-04-09;M;49;0;2;2447;235192;13675
Nordjylland;2021-04-09;M;28;0;1;2447;235220;13676
Sjælland;2021-04-09;M;47;0;1;2447;235267;13677
Syddanmark;2021-04-09;M;61;0;0;2447;235328;13677
Hovedstaden;2021-04-10;F;127;0;2;2447;235455;13679
Midtjylland;2021-04-10;F;33;0;3;2447;235488;13682
Nordjylland;2021-04-10;F;26;0;0;2447;235514;13682
Sjælland;2021-04-10;F;26;0;0;2447;235540;13682
Syddanmark;2021-04-10;F;47;0;1;2447;235587;13683
Hovedstaden;2021-04-10;M;132;0;2;2447;235719;13685
Midtjylland;2021-04-10;M;42;0;0;2447;235761;13685
Nordjylland;2021-04-10;M;32;0;0;2447;235793;13685
Sjælland;2021-04-10;M;31;0;0;2447;235824;13685
Syddanmark;2021-04-10;M;46;0;2;2447;235870;13687
Hovedstaden;2021-04-11;F;122;0;1;2447;235992;13688
Midtjylland;2021-04-11;F;55;1;2;2448;236047;13690
Nordjylland;2021-04-11;F;18;0;0;2448;236065;13690
Sjælland;2021-04-11;F;31;0;1;2448;236096;13691
Syddanmark;2021-04-11;F;30;0;3;2448;236126;13694
Hovedstaden;2021-04-11;M;115;0;3;2448;236241;13697
Midtjylland;2021-04-11;M;42;0;0;2448;236283;13697
Nordjylland;2021-04-11;M;25;0;0;2448;236308;13697
Sjælland;2021-04-11;M;44;0;0;2448;236352;13697
Syddanmark;2021-04-11;M;48;0;0;2448;236400;13697
Hovedstaden;2021-04-12;F;162;0;6;2448;236562;13703
Midtjylland;2021-04-12;F;45;0;0;2448;236607;13703
Nordjylland;2021-04-12;F;37;0;1;2448;236644;13704
Sjælland;2021-04-12;F;49;0;0;2448;236693;13704
Syddanmark;2021-04-12;F;55;0;2;2448;236748;13706
Hovedstaden;2021-04-12;M;197;0;5;2448;236945;13711
Midtjylland;2021-04-12;M;62;0;1;2448;237007;13712
Nordjylland;2021-04-12;M;31;0;1;2448;237038;13713
Sjælland;2021-04-12;M;57;0;1;2448;237095;13714
Syddanmark;2021-04-12;M;51;0;0;2448;237146;13714
Hovedstaden;2021-04-13;F;152;0;2;2448;237298;13716
Midtjylland;2021-04-13;F;66;0;1;2448;237364;13717
Nordjylland;2021-04-13;F;21;0;1;2448;237385;13718
Sjælland;2021-04-13;F;58;0;0;2448;237443;13718
Syddanmark;2021-04-13;F;41;0;1;2448;237484;13719
Hovedstaden;2021-04-13;M;180;0;2;2448;237664;13721
Midtjylland;2021-04-13;M;84;0;0;2448;237748;13721
Nordjylland;2021-04-13;M;33;0;0;2448;237781;13721
Sjælland;2021-04-13;M;43;0;0;2448;237824;13721
Syddanmark;2021-04-13;M;54;0;1;2448;237878;13722
Hovedstaden;2021-04-14;F;150;0;2;2448;238028;13724
Midtjylland;2021-04-14;F;53;0;0;2448;238081;13724
Nordjylland;2021-04-14;F;23;0;0;2448;238104;13724
Sjælland;2021-04-14;F;33;0;0;2448;238137;13724
Syddanmark;2021-04-14;F;35;0;0;2448;238172;13724
Hovedstaden;2021-04-14;M;154;0;4;2448;238326;13728
Midtjylland;2021-04-14;M;82;0;2;2448;238408;13730
Nordjylland;2021-04-14;M;30;0;0;2448;238438;13730
Sjælland;2021-04-14;M;40;0;2;2448;238478;13732
Syddanmark;2021-04-14;M;56;0;1;2448;238534;13733
Hovedstaden;2021-04-15;F;14;0;0;2448;238548;13733
Midtjylland;2021-04-15;F;18;0;0;2448;238566;13733
Nordjylland;2021-04-15;F;6;0;0;2448;238572;13733
Syddanmark;2021-04-15;F;8;0;1;2448;238580;13734
Hovedstaden;2021-04-15;M;7;0;1;2448;238587;13735
Midtjylland;2021-04-15;M;10;0;0;2448;238597;13735
Nordjylland;2021-04-15;M;1;0;0;2448;238598;13735
Sjælland;2021-04-15;M;3;0;2;2448;238601;13737
Syddanmark;2021-04-15;M;4;0;0;2448;238605;13737
